美金1	美金2	特征参数	最小位子	相交面积
5ZY	10ZY			能量0		114	0.0128265122
		熵值0		117	0.0353364350
		对比度0		134	0.0801563119
		逆差矩0		76	0.0181562433
		相关性0		31	0.0194291187
		能量90		114	0.0159697510
		熵值90		74	0.0427041873
		对比度90		52	0.0730216311
		逆差矩90		55	0.0185488177
		相关性90		31	0.0411342311
5ZY	20ZY			能量0		133	0.0014573585
		熵值0		107	0.0065172473
		对比度0		115	0.0499304525
		逆差矩0		128	0.0134346781
		相关性0		31	0.0191072575
		能量90		107	0.0004110025
		熵值90		107	0.0000000000
		对比度90		52	0.0279299836
		逆差矩90		107	0.0126487012
		相关性90		123	0.0157685094
5ZY	50ZY			能量0		133	0.0057046880
		熵值0		119	0.0149358182
		对比度0		156	0.0548182816
		逆差矩0		122	0.0062489945
		相关性0		107	0.0375168381
		能量90		133	0.0067049943
		熵值90		119	0.0155642349
		对比度90		117	0.0439182355
		逆差矩90		123	0.0034556688
		相关性90		123	0.0106502690
5ZY	100ZY			能量0		133	0.0046366016
		熵值0		53	0.0321457064
		对比度0		65	0.0438096558
		逆差矩0		54	0.0125484838
		相关性0		107	0.0307296605
		能量90		133	0.0081710989
		熵值90		53	0.0369625895
		对比度90		65	0.0148290740
		逆差矩90		149	0.0138573390
		相关性90		123	0.0151767290
10ZY	20ZY			能量0		48	0.0094407155
		熵值0		48	0.0186025406
		对比度0		48	0.0634115951
		逆差矩0		28	0.0120688194
		相关性0		145	0.0749920849
		能量90		79	0.0185790520
		熵值90		48	0.0342954383
		对比度90		50	0.0828070660
		逆差矩90		126	0.0274929321
		相关性90		145	0.0661264809
10ZY	50ZY			能量0		79	0.0189473802
		熵值0		6	0.0832655177
		对比度0		53	0.0707286353
		逆差矩0		53	0.0101649356
		相关性0		67	0.0835111314
		能量90		79	0.0144669599
		熵值90		79	0.1371134211
		对比度90		81	0.0815343548
		逆差矩90		113	0.0170821862
		相关性90		145	0.0835755076
10ZY	100ZY			能量0		146	0.0143212054
		熵值0		146	0.0461755856
		对比度0		134	0.0760576676
		逆差矩0		54	0.0193540629
		相关性0		146	0.0733496182
		能量90		99	0.0213066505
		熵值90		146	0.0823140578
		对比度90		65	0.0738862403
		逆差矩90		54	0.0215607339
		相关性90		50	0.0261123096
20ZY	50ZY			能量0		108	0.0091011372
		熵值0		78	0.0293394087
		对比度0		75	0.0637348808
		逆差矩0		53	0.0085060365
		相关性0		108	0.0512269135
		能量90		109	0.0105805994
		熵值90		59	0.0262930130
		对比度90		133	0.0243184145
		逆差矩90		128	0.0030460114
		相关性90		128	0.0417664734
20ZY	100ZY			能量0		109	0.0056300280
		熵值0		109	0.0093211632
		对比度0		128	0.0231753211
		逆差矩0		128	0.0054387810
		相关性0		128	0.0303161603
		能量90		109	0.0021179368
		熵值90		109	0.0047742723
		对比度90		109	0.0117063127
		逆差矩90		109	0.0029670755
		相关性90		112	0.0209558400
50ZY	100ZY			能量0		70	0.0124467688
		熵值0		119	0.0228144173
		对比度0		155	0.0521117121
		逆差矩0		53	0.0159852182
		相关性0		123	0.0705092638
		能量90		118	0.0145771642
		熵值90		119	0.0206820772
		对比度90		115	0.0519715527
		逆差矩90		115	0.0154108099
		相关性90		123	0.0805384809
